scenario,variability,seed,train_traces,positive_test_traces,negative_test_traces,inductive_noise_threshold,declare_min_support_ratio,declare_min_confidence_ratio,train_activity_count,train_variant_count,train_variant_ratio,train_variant_entropy,train_variant_entropy_normalized,train_mean_trace_length,imperative_petri_places,imperative_petri_transitions,imperative_petri_visible_transitions,imperative_petri_hidden_transitions,imperative_petri_arcs,imperative_bpmn_nodes,imperative_bpmn_flows,imperative_bpmn_tasks,imperative_bpmn_gateways,imperative_bpmn_xor_gateways,imperative_bpmn_and_gateways,imperative_bpmn_or_gateways,imperative_bpmn_split_gateways,imperative_control_flow_complexity,imperative_bpmn_density,imperative_bpmn_structural_overhead,imperative_bpmn_nodes_per_observed_activity,declarative_declare_relation_records_raw,declarative_declare_symmetric_deduplicated_constraints,declarative_declare_constraints,declarative_declare_constraints_primitive_preferred,declarative_declare_redundant_records_removed,declarative_declare_unary_constraints,declarative_declare_binary_constraints,declarative_declare_template_count,declarative_declare_observed_activities,declarative_declare_constrained_activities,declarative_declare_unconstrained_activities,declarative_declare_constraint_density,declarative_declare_graph_mean_degree,declarative_declare_graph_max_degree,declarative_declare_relation_overlap,declarative_declare_mean_support_ratio,declarative_declare_mean_confidence_ratio,declarative_declare_constraints_per_observed_activity,declarative_declare_raw_records_per_observed_activity,declarative_declare_primitive_constraints_per_observed_activity,imperative_test_tp,imperative_test_fn,imperative_test_fp,imperative_test_tn,imperative_test_accuracy,imperative_test_precision,imperative_test_recall,imperative_test_f1,imperative_test_false_acceptance_rate,imperative_test_false_rejection_rate,imperative_test_mutation_family_count,imperative_test_mutation_macro_rejection_rate,imperative_test_mutation_macro_balanced_accuracy,imperative_test_f1_leave_one_family_out_min,imperative_test_f1_leave_one_family_out_max,imperative_test_f1_leave_one_family_out_range,declarative_test_tp,declarative_test_fn,declarative_test_fp,declarative_test_tn,declarative_test_accuracy,declarative_test_precision,declarative_test_recall,declarative_test_f1,declarative_test_false_acceptance_rate,declarative_test_false_rejection_rate,declarative_test_mutation_family_count,declarative_test_mutation_macro_rejection_rate,declarative_test_mutation_macro_balanced_accuracy,declarative_test_f1_leave_one_family_out_min,declarative_test_f1_leave_one_family_out_max,declarative_test_f1_leave_one_family_out_range,declarative_closed_world_test_tp,declarative_closed_world_test_fn,declarative_closed_world_test_fp,declarative_closed_world_test_tn,declarative_closed_world_test_accuracy,declarative_closed_world_test_precision,declarative_closed_world_test_recall,declarative_closed_world_test_f1,declarative_closed_world_test_false_acceptance_rate,declarative_closed_world_test_false_rejection_rate,declarative_closed_world_test_mutation_family_count,declarative_closed_world_test_mutation_macro_rejection_rate,declarative_closed_world_test_mutation_macro_balanced_accuracy,declarative_closed_world_test_f1_leave_one_family_out_min,declarative_closed_world_test_f1_leave_one_family_out_max,declarative_closed_world_test_f1_leave_one_family_out_range,imperative_native_fitness,imperative_native_precision,imperative_native_generalization,imperative_native_simplicity,declarative_full_trace_conformance,declarative_mean_constraint_satisfaction,runtime_seconds
mixed,0.05,1001,350,150,150,0.0,0.05,0.95,10,7,0.02,1.073242255514187,0.3822966049221777,6.214285714285714,13,14,10,4,32,22,27,10,10,6,4,0,5,9,0.05844155844155844,12,2.2,109,94,36,65,73,7,29,4,10,6,4,0.08470588235294117,3.0,5,5,1.0,0.9987301587301588,3.6,10.9,6.5,113,37,12,138,0.8366666666666667,0.904,0.7533333333333333,0.8218181818181819,0.08,0.24666666666666667,12.0,0.9166666666666666,0.835,0.8218181818181819,0.8593155893536121,0.03749740753543018,100,50,38,112,0.7066666666666667,0.7246376811594203,0.6666666666666666,0.6944444444444444,0.25333333333333335,0.3333333333333333,12.0,0.75,0.7083333333333333,0.6944444444444444,0.7272727272727272,0.03282828282828276,100,50,38,112,0.7066666666666667,0.7246376811594203,0.6666666666666666,0.6944444444444444,0.25333333333333335,0.3333333333333333,12.0,0.75,0.7083333333333333,0.6944444444444444,0.7272727272727272,0.03282828282828276,1.0,0.6029598308668076,0.8728412850204168,0.7297297297297298,0.9542857142857143,0.9995806028833552,0.3033045410120394
mixed,0.05,1002,350,150,150,0.0,0.05,0.95,10,9,0.025714285714285714,1.1598670204756942,0.36589730670219517,6.28,14,16,10,6,36,24,30,10,12,10,2,0,6,11,0.05434782608695652,14,2.4,155,139,75,107,80,6,69,7,10,9,1,0.17647058823529413,6.8,8,17,0.5099428571428571,0.9981206349206349,7.5,15.5,10.7,114,36,13,137,0.8366666666666667,0.8976377952755905,0.76,0.8231046931407942,0.08666666666666667,0.24,12.0,0.9166666666666666,0.8383333333333334,0.8231046931407942,0.8636363636363636,0.040531670495569494,78,72,0,150,0.76,1.0,0.52,0.6842105263157895,0.0,0.48,12.0,1.0,0.76,0.6842105263157895,0.6842105263157895,0.0,78,72,0,150,0.76,1.0,0.52,0.6842105263157895,0.0,0.48,12.0,1.0,0.76,0.6842105263157895,0.6842105263157895,0.0,1.0,0.6074648773327742,0.869807600216968,0.7142857142857143,0.9542857142857143,0.9990783410138249,0.3481337499979418
mixed,0.05,1003,350,150,150,0.0,0.05,0.95,10,7,0.02,1.032447266987612,0.3677651368110224,6.214285714285714,13,14,10,4,30,20,23,10,8,6,2,0,4,7,0.060526315789473685,10,2.0,124,109,49,79,75,7,42,7,10,7,3,0.11529411764705882,4.2,6,8,0.7718950437317785,0.9974003887269193,4.9,12.4,7.9,114,36,0,150,0.88,1.0,0.76,0.8636363636363636,0.0,0.24,12.0,1.0,0.88,0.8636363636363636,0.8636363636363636,0.0,52,98,37,113,0.55,0.5842696629213483,0.3466666666666667,0.4351464435146444,0.24666666666666667,0.6533333333333333,12.0,0.75,0.5483333333333333,0.4351464435146444,0.4601769911504426,0.025030547635798206,52,98,37,113,0.55,0.5842696629213483,0.3466666666666667,0.4351464435146444,0.24666666666666667,0.6533333333333333,12.0,0.75,0.5483333333333333,0.4351464435146444,0.4601769911504426,0.025030547635798206,1.0,0.8908495084446685,0.8851358673876312,0.8181818181818181,0.9142857142857143,0.9985483870967742,0.3040822499897331
mixed,0.05,1004,350,150,150,0.0,0.05,0.95,10,8,0.022857142857142857,1.2588611889829127,0.41962039632763753,6.271428571428571,13,14,10,4,32,22,27,10,10,6,4,0,5,9,0.05844155844155844,12,2.2,152,136,74,105,78,6,68,7,10,9,1,0.17411764705882352,6.8,8,17,0.5034749034749035,1.0,7.4,15.2,10.5,113,37,12,138,0.8366666666666667,0.904,0.7533333333333333,0.8218181818181819,0.08,0.24666666666666667,12.0,0.9166666666666666,0.835,0.8218181818181819,0.8593155893536121,0.03749740753543018,126,24,0,150,0.92,1.0,0.84,0.9130434782608696,0.0,0.16,12.0,1.0,0.9199999999999999,0.9130434782608696,0.9130434782608696,0.0,126,24,0,150,0.92,1.0,0.84,0.9130434782608696,0.0,0.16,12.0,1.0,0.9199999999999999,0.9130434782608696,0.9130434782608696,0.0,1.0,0.607472712006717,0.8824238620429008,0.7297297297297298,1.0,1.0,0.3687613340152893
mixed,0.05,1005,350,150,150,0.0,0.05,0.95,10,8,0.022857142857142857,0.9880798925943233,0.32935996419810776,6.2457142857142856,14,16,10,6,36,24,30,10,12,10,2,0,6,11,0.05434782608695652,14,2.4,144,128,64,96,80,6,58,7,10,8,2,0.15058823529411763,5.6,7,14,0.58875,0.9978422619047619,6.4,14.4,9.6,114,36,12,138,0.84,0.9047619047619048,0.76,0.8260869565217391,0.08,0.24,12.0,0.9166666666666666,0.8383333333333334,0.8260869565217391,0.8636363636363636,0.03754940711462451,78,72,12,138,0.72,0.8666666666666667,0.52,0.65,0.08,0.48,12.0,0.9166666666666666,0.7183333333333333,0.65,0.6842105263157895,0.03421052631578947,78,72,12,138,0.72,0.8666666666666667,0.52,0.65,0.08,0.48,12.0,0.9166666666666666,0.7183333333333333,0.65,0.6842105263157895,0.03421052631578947,1.0,0.6066021867115223,0.8589819593989565,0.7142857142857143,0.9571428571428572,0.9990674603174603,0.36035533298854716
mixed,0.05,1006,350,150,150,0.0,0.05,0.95,10,7,0.02,1.0091076039189575,0.359451381081288,6.202857142857143,13,14,10,4,30,20,23,10,8,6,2,0,4,7,0.060526315789473685,10,2.0,109,94,36,65,73,7,29,4,10,6,4,0.08470588235294117,3.0,5,5,1.0,0.9988888888888889,3.6,10.9,6.5,102,48,0,150,0.84,1.0,0.68,0.8095238095238095,0.0,0.32,12.0,1.0,0.8400000000000001,0.8095238095238095,0.8095238095238095,0.0,100,50,39,111,0.7033333333333334,0.7194244604316546,0.6666666666666666,0.6920415224913495,0.26,0.3333333333333333,12.0,0.75,0.7083333333333333,0.6920415224913495,0.7246376811594203,0.03259615866807075,100,50,39,111,0.7033333333333334,0.7194244604316546,0.6666666666666666,0.6920415224913495,0.26,0.3333333333333333,12.0,0.75,0.7083333333333333,0.6920415224913495,0.7246376811594203,0.03259615866807075,1.0,0.8908860759493671,0.885882600068736,0.8181818181818181,0.96,0.9996330275229358,0.3268090420169756
mixed,0.05,1007,350,150,150,0.0,0.05,0.95,10,8,0.022857142857142857,1.0255380243652783,0.3418460081217594,6.225714285714286,14,16,10,6,36,24,30,10,12,10,2,0,6,11,0.05434782608695652,14,2.4,141,125,63,94,78,6,57,7,10,8,2,0.14823529411764705,5.6,7,14,0.5784126984126984,1.0,6.3,14.1,9.4,114,36,12,138,0.84,0.9047619047619048,0.76,0.8260869565217391,0.08,0.24,12.0,0.9166666666666666,0.8383333333333334,0.8260869565217391,0.8636363636363636,0.03754940711462451,126,24,13,137,0.8766666666666667,0.9064748201438849,0.84,0.8719723183391004,0.08666666666666667,0.16,12.0,0.9166666666666666,0.8783333333333333,0.8719723183391004,0.9130434782608696,0.04107115992176924,126,24,13,137,0.8766666666666667,0.9064748201438849,0.84,0.8719723183391004,0.08666666666666667,0.16,12.0,0.9166666666666666,0.8783333333333333,0.8719723183391004,0.9130434782608696,0.04107115992176924,1.0,0.6029535864978903,0.8570325377441352,0.7142857142857143,1.0,1.0,0.37409162500989623
mixed,0.05,1008,350,150,150,0.0,0.05,0.95,10,9,0.025714285714285714,1.1389565470455756,0.35930078677803157,6.3,13,14,10,4,30,20,23,10,8,6,2,0,4,7,0.060526315789473685,10,2.0,155,139,75,107,80,6,69,7,10,9,1,0.17647058823529413,6.8,8,17,0.5124952380952381,0.9983834368530021,7.5,15.5,10.7,114,36,0,150,0.88,1.0,0.76,0.8636363636363636,0.0,0.24,12.0,1.0,0.88,0.8636363636363636,0.8636363636363636,0.0,78,72,13,137,0.7166666666666667,0.8571428571428571,0.52,0.6473029045643154,0.08666666666666667,0.48,12.0,0.9166666666666666,0.7183333333333333,0.6473029045643154,0.6842105263157895,0.03690762175147411,78,72,13,137,0.7166666666666667,0.8571428571428571,0.52,0.6473029045643154,0.08666666666666667,0.48,12.0,0.9166666666666666,0.7183333333333333,0.6473029045643154,0.6842105263157895,0.03690762175147411,1.0,0.8953401445302767,0.8982365288261187,0.8181818181818181,0.9657142857142857,0.9992995391705068,0.381012666010065
mixed,0.05,1009,350,150,150,0.0,0.05,0.95,10,6,0.017142857142857144,0.9830579816729549,0.38029873988450513,6.2371428571428575,13,14,10,4,30,20,23,10,8,6,2,0,4,7,0.060526315789473685,10,2.0,156,140,76,108,80,6,70,7,10,9,1,0.17882352941176471,6.8,8,18,0.5018045112781955,0.9994736842105262,7.6,15.6,10.8,102,48,0,150,0.84,1.0,0.68,0.8095238095238095,0.0,0.32,12.0,1.0,0.8400000000000001,0.8095238095238095,0.8095238095238095,0.0,78,72,0,150,0.76,1.0,0.52,0.6842105263157895,0.0,0.48,12.0,1.0,0.76,0.6842105263157895,0.6842105263157895,0.0,78,72,0,150,0.76,1.0,0.52,0.6842105263157895,0.0,0.48,12.0,1.0,0.76,0.6842105263157895,0.6842105263157895,0.0,1.0,0.8871820700075548,0.8869095203517661,0.8181818181818181,0.96,0.9992307692307693,0.3840706670016516
mixed,0.05,1010,350,150,150,0.0,0.05,0.95,10,6,0.017142857142857144,1.1003400048304783,0.4256696197811396,6.248571428571428,13,14,10,4,30,20,23,10,8,6,2,0,4,7,0.060526315789473685,10,2.0,156,140,76,108,80,6,70,7,10,9,1,0.17882352941176471,6.8,8,18,0.501203007518797,0.999360902255639,7.6,15.6,10.8,102,48,0,150,0.84,1.0,0.68,0.8095238095238095,0.0,0.32,12.0,1.0,0.8400000000000001,0.8095238095238095,0.8095238095238095,0.0,78,72,0,150,0.76,1.0,0.52,0.6842105263157895,0.0,0.48,12.0,1.0,0.76,0.6842105263157895,0.6842105263157895,0.0,78,72,0,150,0.76,1.0,0.52,0.6842105263157895,0.0,0.48,12.0,1.0,0.76,0.6842105263157895,0.6842105263157895,0.0,1.0,0.8852252705763907,0.8925789084058849,0.8181818181818181,0.9514285714285714,0.999065934065934,0.3256132090173196
mixed,0.1,1001,350,150,150,0.0,0.05,0.95,10,12,0.03428571428571429,1.8943463222096342,0.5284145432005397,6.54,13,13,10,3,30,20,24,10,8,6,2,0,4,7,0.06315789473684211,10,2.0,161,145,83,114,78,6,77,7,10,10,0,0.1952941176470588,8.0,9,20,0.48385542168674706,1.0,8.3,16.1,11.4,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7945293990954124,0.912403998948865,0.7647058823529413,1.0,1.0,0.31571137500577606
mixed,0.1,1002,350,150,150,0.0,0.05,0.95,10,12,0.03428571428571429,1.8513981897116025,0.5164344646113237,6.557142857142857,13,13,10,3,30,20,24,10,8,6,2,0,4,7,0.06315789473684211,10,2.0,161,145,83,114,78,6,77,7,10,10,0,0.1952941176470588,8.0,9,20,0.4846815834767642,1.0,8.3,16.1,11.4,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7876785333617565,0.9117895910534205,0.7647058823529413,1.0,1.0,0.32373520798864774
mixed,0.1,1003,350,150,150,0.0,0.05,0.95,10,10,0.02857142857142857,1.9581166397306886,0.5894518435676986,6.548571428571429,14,16,10,6,36,26,32,10,14,10,4,0,7,12,0.04923076923076923,16,2.6,163,147,85,116,78,6,79,7,10,10,0,0.2,8.0,9,20,0.47636974789915965,0.9993808049535604,8.5,16.3,11.6,126,24,13,137,0.8766666666666667,0.9064748201438849,0.84,0.8719723183391004,0.08666666666666667,0.16,12.0,0.9166666666666666,0.8783333333333333,0.8719723183391004,0.9130434782608696,0.04107115992176924,126,24,0,150,0.92,1.0,0.84,0.9130434782608696,0.0,0.16,12.0,1.0,0.9199999999999999,0.9130434782608696,0.9130434782608696,0.0,126,24,0,150,0.92,1.0,0.84,0.9130434782608696,0.0,0.16,12.0,1.0,0.9199999999999999,0.9130434782608696,0.9130434782608696,0.0,1.0,0.6461107217939734,0.8977675137395469,0.7142857142857143,0.9971428571428571,0.9999649430324277,0.31916604199795984
mixed,0.1,1004,350,150,150,0.0,0.05,0.95,10,11,0.03142857142857143,2.0158476213175183,0.5827106425394758,6.582857142857143,16,18,10,8,42,28,36,10,16,12,4,0,8,14,0.047619047619047616,18,2.8,163,147,85,116,78,6,79,7,10,10,0,0.2,8.0,9,20,0.4804705882352941,0.9988235294117648,8.5,16.3,11.6,138,12,12,138,0.92,0.92,0.92,0.92,0.08,0.08,12.0,0.9166666666666666,0.9183333333333333,0.92,0.9583333333333334,0.03833333333333333,126,24,0,150,0.92,1.0,0.84,0.9130434782608696,0.0,0.16,12.0,1.0,0.9199999999999999,0.9130434782608696,0.9130434782608696,0.0,126,24,0,150,0.92,1.0,0.84,0.9130434782608696,0.0,0.16,12.0,1.0,0.9199999999999999,0.9130434782608696,0.9130434782608696,0.0,1.0,0.5457236842105263,0.8882911018176824,0.6799999999999999,0.9942857142857143,0.9999298860648553,0.30452875001356006
