scenario,variability,seed,train_traces,positive_test_traces,negative_test_traces,inductive_noise_threshold,declare_min_support_ratio,declare_min_confidence_ratio,train_activity_count,train_variant_count,train_variant_ratio,train_variant_entropy,train_variant_entropy_normalized,train_mean_trace_length,imperative_petri_places,imperative_petri_transitions,imperative_petri_visible_transitions,imperative_petri_hidden_transitions,imperative_petri_arcs,imperative_bpmn_nodes,imperative_bpmn_flows,imperative_bpmn_tasks,imperative_bpmn_gateways,imperative_bpmn_xor_gateways,imperative_bpmn_and_gateways,imperative_bpmn_or_gateways,imperative_bpmn_split_gateways,imperative_control_flow_complexity,imperative_bpmn_density,imperative_bpmn_structural_overhead,imperative_bpmn_nodes_per_observed_activity,declarative_declare_relation_records_raw,declarative_declare_symmetric_deduplicated_constraints,declarative_declare_constraints,declarative_declare_constraints_primitive_preferred,declarative_declare_redundant_records_removed,declarative_declare_unary_constraints,declarative_declare_binary_constraints,declarative_declare_template_count,declarative_declare_observed_activities,declarative_declare_constrained_activities,declarative_declare_unconstrained_activities,declarative_declare_constraint_density,declarative_declare_graph_mean_degree,declarative_declare_graph_max_degree,declarative_declare_relation_overlap,declarative_declare_mean_support_ratio,declarative_declare_mean_confidence_ratio,declarative_declare_constraints_per_observed_activity,declarative_declare_raw_records_per_observed_activity,declarative_declare_primitive_constraints_per_observed_activity,imperative_test_tp,imperative_test_fn,imperative_test_fp,imperative_test_tn,imperative_test_accuracy,imperative_test_precision,imperative_test_recall,imperative_test_f1,imperative_test_false_acceptance_rate,imperative_test_false_rejection_rate,imperative_test_mutation_family_count,imperative_test_mutation_macro_rejection_rate,imperative_test_mutation_macro_balanced_accuracy,imperative_test_f1_leave_one_family_out_min,imperative_test_f1_leave_one_family_out_max,imperative_test_f1_leave_one_family_out_range,declarative_test_tp,declarative_test_fn,declarative_test_fp,declarative_test_tn,declarative_test_accuracy,declarative_test_precision,declarative_test_recall,declarative_test_f1,declarative_test_false_acceptance_rate,declarative_test_false_rejection_rate,declarative_test_mutation_family_count,declarative_test_mutation_macro_rejection_rate,declarative_test_mutation_macro_balanced_accuracy,declarative_test_f1_leave_one_family_out_min,declarative_test_f1_leave_one_family_out_max,declarative_test_f1_leave_one_family_out_range,declarative_closed_world_test_tp,declarative_closed_world_test_fn,declarative_closed_world_test_fp,declarative_closed_world_test_tn,declarative_closed_world_test_accuracy,declarative_closed_world_test_precision,declarative_closed_world_test_recall,declarative_closed_world_test_f1,declarative_closed_world_test_false_acceptance_rate,declarative_closed_world_test_false_rejection_rate,declarative_closed_world_test_mutation_family_count,declarative_closed_world_test_mutation_macro_rejection_rate,declarative_closed_world_test_mutation_macro_balanced_accuracy,declarative_closed_world_test_f1_leave_one_family_out_min,declarative_closed_world_test_f1_leave_one_family_out_max,declarative_closed_world_test_f1_leave_one_family_out_range,imperative_native_fitness,imperative_native_precision,imperative_native_generalization,imperative_native_simplicity,declarative_full_trace_conformance,declarative_mean_constraint_satisfaction,runtime_seconds
rework,0.03,1001,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.23304589256445052,0.23304589256445052,6.114,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.998972972972973,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9946868008948546,0.9358005914959807,1.0,0.962,0.9996607142857143,0.25823037498048507
rework,0.03,1002,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.2140710681042187,0.2140710681042187,6.102,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9990810810810811,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9952354260089686,0.9334738032535009,1.0,0.966,0.9996964285714286,0.24589275001198985
rework,0.03,1003,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.23768828956288524,0.23768828956288524,6.117,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9989459459459459,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9945500279485746,0.9363257758691902,1.0,0.961,0.9996517857142857,0.2665482919837814
rework,0.03,1004,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.16866093149667025,0.16866093149667025,6.075,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9993243243243244,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9964788732394366,0.9263314205767325,1.0,0.975,0.9997767857142856,0.2667529169993941
rework,0.03,1005,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.25588191564677043,0.25588191564677043,6.129,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9988378378378379,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9940044617958729,0.938240615026905,1.0,0.957,0.9996160714285715,0.26650729100219905
rework,0.03,1006,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.17391711692221742,0.17391711692221742,6.078,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9992972972972972,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9963400900900901,0.9273042899578112,1.0,0.974,0.9997678571428571,0.27065374999074265
rework,0.03,1007,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.18426059333965514,0.18426059333965514,6.084,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9992432432432433,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9960629921259843,0.9290915626130954,1.0,0.972,0.99975,0.2655230000091251
rework,0.03,1008,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.18426059333965514,0.18426059333965514,6.084,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9992432432432433,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9960629921259843,0.9290915626130954,1.0,0.972,0.99975,0.2672417499998119
rework,0.03,1009,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.17391711692221742,0.17391711692221742,6.078,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9992972972972972,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9963400900900901,0.9273042899578112,1.0,0.974,0.9997678571428571,0.26646383400657214
rework,0.03,1010,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.15796854699966337,0.15796854699966337,6.069,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9993783783783783,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9967569091934574,0.9241990023629244,1.0,0.977,0.9997946428571429,0.24944449999020435
rework,0.05,1001,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.26034062501245037,0.26034062501245037,6.132,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9988108108108109,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9938684503901896,0.9386781936730386,1.0,0.956,0.9996071428571429,0.27427941700443625
rework,0.05,1002,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.2948328193632007,0.2948328193632007,6.156,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,144,128,64,96,80,6,58,7,8,8,0,0.23880597014925373,7.0,7,14,0.58525,1.0,8.0,18.0,12.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9927857935627081,0.941713087260007,1.0,1.0,1.0,0.29037266701925546
rework,0.05,1003,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.303151590366192,0.303151590366192,6.162,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,144,128,64,96,80,6,58,7,8,8,0,0.23880597014925373,7.0,7,14,0.586125,1.0,8.0,18.0,12.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9925166297117517,0.9423648168542484,1.0,1.0,1.0,0.28905233298428357
rework,0.05,1004,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.3431229071320203,0.3431229071320203,6.192,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,144,128,64,96,80,6,58,7,8,8,0,0.23880597014925373,7.0,7,14,0.5905,1.0,8.0,18.0,12.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9911797133406836,0.9451536437521666,1.0,1.0,1.0,0.2971805410052184
rework,0.05,1005,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.2778395739583094,0.2778395739583094,6.144,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9987027027027027,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9933259176863182,0.9402901099045009,1.0,0.952,0.9995714285714286,0.2547405419754796
rework,0.05,1006,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.28213374645204603,0.28213374645204603,6.147,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,112,97,37,67,75,7,30,4,8,6,2,0.13805970149253732,3.75,5,5,1.0,0.9986756756756757,4.625,14.0,8.375,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,75,75,30,120,0.65,0.7142857142857143,0.5,0.588235294117647,0.2,0.5,10.0,0.8,0.65,0.588235294117647,0.625,0.03676470588235303,1.0,0.9931906614785992,0.9406620569028217,1.0,0.951,0.9995625,0.25671633300953545
rework,0.05,1007,1000,150,150,0.0,0.05,0.95,8,2,0.002,0.35081592989560484,0.35081592989560484,6.198,8,8,8,0,16,12,12,8,2,2,0,0,1,2,0.09090909090909091,4,1.5,144,128,64,96,80,6,58,7,8,8,0,0.23880597014925373,7.0,7,14,0.591375,1.0,8.0,18.0,12.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,150,0,0,150,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9909140969162996,0.9456343675551664,1.0,1.0,1.0,0.28275829198537394
