scenario,variability,inductive_noise_threshold,declare_min_support_ratio,declare_min_confidence_ratio,metric,n_seeds,median,mean,std,min,max,median_ci_low,median_ci_high
noise,0.05,0.1,0.05,0.95,declarative_declare_constraints_per_observed_activity,5,4.111111111111111,3.879393939393939,0.33884605850165295,3.363636363636364,4.111111111111111,3.363636363636364,4.111111111111111
noise,0.05,0.1,0.05,0.95,imperative_test_f1,5,1.0,0.96081358866169,0.06324092656827754,0.8547008547008548,1.0,0.8547008547008548,1.0
noise,0.05,0.1,0.05,0.95,declarative_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.05,0.1,0.05,0.95,declarative_test_f1_leave_one_family_out_range,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noise,0.05,0.1,0.05,0.95,declarative_closed_world_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.05,0.2,0.05,0.95,train_variant_entropy_normalized,5,0.1280395225490243,0.1302710291140051,0.01943402697546984,0.111527844052997,0.1619924040904538,0.111527844052997,0.1619924040904538
noise,0.05,0.2,0.05,0.95,imperative_bpmn_nodes,5,17.0,18.4,2.6076809620810595,17.0,23.0,17.0,23.0
noise,0.05,0.2,0.05,0.95,imperative_bpmn_structural_overhead,5,8.0,8.8,1.7888543819998317,8.0,12.0,8.0,12.0
noise,0.05,0.2,0.05,0.95,imperative_control_flow_complexity,5,6.0,7.0,1.7320508075688772,6.0,10.0,6.0,10.0
noise,0.05,0.2,0.05,0.95,declarative_declare_constraints,5,37.0,37.0,0.0,37.0,37.0,37.0,37.0
noise,0.05,0.2,0.05,0.95,declarative_declare_constraints_primitive_preferred,5,67.0,67.0,0.0,67.0,67.0,67.0,67.0
noise,0.05,0.2,0.05,0.95,declarative_declare_relation_records_raw,5,112.0,112.0,0.0,112.0,112.0,112.0,112.0
noise,0.05,0.2,0.05,0.95,declarative_declare_constraints_per_observed_activity,5,4.111111111111111,3.879393939393939,0.33884605850165295,3.363636363636364,4.111111111111111,3.363636363636364,4.111111111111111
noise,0.05,0.2,0.05,0.95,imperative_test_f1,5,1.0,0.96081358866169,0.06324092656827754,0.8547008547008548,1.0,0.8547008547008548,1.0
noise,0.05,0.2,0.05,0.95,declarative_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.05,0.2,0.05,0.95,declarative_test_f1_leave_one_family_out_range,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noise,0.05,0.2,0.05,0.95,declarative_closed_world_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.1,0.0,0.05,0.95,train_variant_entropy_normalized,5,0.2023981183513312,0.20702222804242024,0.03796477639398941,0.1574660581921564,0.2535139675794322,0.1574660581921564,0.2535139675794322
noise,0.1,0.0,0.05,0.95,imperative_bpmn_nodes,5,41.0,39.6,5.639148871948674,33.0,47.0,33.0,47.0
noise,0.1,0.0,0.05,0.95,imperative_bpmn_structural_overhead,5,30.0,29.2,5.215361924162119,24.0,36.0,24.0,36.0
noise,0.1,0.0,0.05,0.95,imperative_control_flow_complexity,5,24.0,23.8,4.147288270665544,20.0,30.0,20.0,30.0
noise,0.1,0.0,0.05,0.95,declarative_declare_constraints,5,37.0,37.0,0.0,37.0,37.0,37.0,37.0
noise,0.1,0.0,0.05,0.95,declarative_declare_constraints_primitive_preferred,5,67.0,67.0,0.0,67.0,67.0,67.0,67.0
noise,0.1,0.0,0.05,0.95,declarative_declare_relation_records_raw,5,112.0,112.0,0.0,112.0,112.0,112.0,112.0
noise,0.1,0.0,0.05,0.95,declarative_declare_constraints_per_observed_activity,5,3.363636363636364,3.5804040404040407,0.3304988144925504,3.363636363636364,4.111111111111111,3.363636363636364,4.111111111111111
noise,0.1,0.0,0.05,0.95,imperative_test_f1,5,0.7499999999999999,0.7667592726880927,0.05859107164617755,0.7177033492822966,0.8595988538681949,0.7177033492822966,0.8595988538681949
noise,0.1,0.0,0.05,0.95,declarative_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.1,0.0,0.05,0.95,declarative_test_f1_leave_one_family_out_range,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noise,0.1,0.0,0.05,0.95,declarative_closed_world_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.1,0.1,0.05,0.95,train_variant_entropy_normalized,5,0.2023981183513312,0.20702222804242024,0.03796477639398941,0.1574660581921564,0.2535139675794322,0.1574660581921564,0.2535139675794322
noise,0.1,0.1,0.05,0.95,imperative_bpmn_nodes,5,21.0,21.6,3.4351128074635335,17.0,25.0,17.0,25.0
noise,0.1,0.1,0.05,0.95,imperative_bpmn_structural_overhead,5,10.0,11.2,2.6832815729997477,8.0,14.0,8.0,14.0
noise,0.1,0.1,0.05,0.95,imperative_control_flow_complexity,5,9.0,9.0,2.1213203435596424,6.0,11.0,6.0,11.0
noise,0.1,0.1,0.05,0.95,declarative_declare_constraints,5,37.0,37.0,0.0,37.0,37.0,37.0,37.0
noise,0.1,0.1,0.05,0.95,declarative_declare_constraints_primitive_preferred,5,67.0,67.0,0.0,67.0,67.0,67.0,67.0
noise,0.1,0.1,0.05,0.95,declarative_declare_relation_records_raw,5,112.0,112.0,0.0,112.0,112.0,112.0,112.0
noise,0.1,0.1,0.05,0.95,declarative_declare_constraints_per_observed_activity,5,3.363636363636364,3.5804040404040407,0.3304988144925504,3.363636363636364,4.111111111111111,3.363636363636364,4.111111111111111
noise,0.1,0.1,0.05,0.95,imperative_test_f1,5,0.9009009009009008,0.9146173397257149,0.06608182097307252,0.8219178082191781,1.0,0.8219178082191781,1.0
noise,0.1,0.1,0.05,0.95,declarative_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.1,0.1,0.05,0.95,declarative_test_f1_leave_one_family_out_range,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noise,0.1,0.1,0.05,0.95,declarative_closed_world_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.1,0.2,0.05,0.95,train_variant_entropy_normalized,5,0.2023981183513312,0.20702222804242024,0.03796477639398941,0.1574660581921564,0.2535139675794322,0.1574660581921564,0.2535139675794322
noise,0.1,0.2,0.05,0.95,imperative_bpmn_nodes,5,21.0,21.6,3.4351128074635335,17.0,25.0,17.0,25.0
noise,0.1,0.2,0.05,0.95,imperative_bpmn_structural_overhead,5,10.0,11.2,2.6832815729997477,8.0,14.0,8.0,14.0
noise,0.1,0.2,0.05,0.95,imperative_control_flow_complexity,5,9.0,9.0,2.1213203435596424,6.0,11.0,6.0,11.0
noise,0.1,0.2,0.05,0.95,declarative_declare_constraints,5,37.0,37.0,0.0,37.0,37.0,37.0,37.0
noise,0.1,0.2,0.05,0.95,declarative_declare_constraints_primitive_preferred,5,67.0,67.0,0.0,67.0,67.0,67.0,67.0
noise,0.1,0.2,0.05,0.95,declarative_declare_relation_records_raw,5,112.0,112.0,0.0,112.0,112.0,112.0,112.0
noise,0.1,0.2,0.05,0.95,declarative_declare_constraints_per_observed_activity,5,3.363636363636364,3.5804040404040407,0.3304988144925504,3.363636363636364,4.111111111111111,3.363636363636364,4.111111111111111
noise,0.1,0.2,0.05,0.95,imperative_test_f1,5,0.9009009009009008,0.9146173397257149,0.06608182097307252,0.8219178082191781,1.0,0.8219178082191781,1.0
noise,0.1,0.2,0.05,0.95,declarative_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.1,0.2,0.05,0.95,declarative_test_f1_leave_one_family_out_range,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noise,0.1,0.2,0.05,0.95,declarative_closed_world_test_f1,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0
noise,0.2,0.0,0.05,0.95,train_variant_entropy_normalized,5,0.3186871041087539,0.334663671568307,0.03364123753605508,0.2998883881477402,0.372252647227087,0.2998883881477402,0.372252647227087
noise,0.2,0.0,0.05,0.95,imperative_bpmn_nodes,5,53.0,51.4,4.979959839195493,43.0,55.0,43.0,55.0
noise,0.2,0.0,0.05,0.95,imperative_bpmn_structural_overhead,5,42.0,40.4,4.979959839195493,32.0,44.0,32.0,44.0
noise,0.2,0.0,0.05,0.95,imperative_control_flow_complexity,5,37.0,35.0,3.6742346141747673,29.0,38.0,29.0,38.0
noise,0.2,0.0,0.05,0.95,declarative_declare_constraints,5,37.0,36.8,0.4472135954999579,36.0,37.0,36.0,37.0
noise,0.2,0.0,0.05,0.95,declarative_declare_constraints_primitive_preferred,5,67.0,66.8,0.4472135954999579,66.0,67.0,66.0,67.0
noise,0.2,0.0,0.05,0.95,declarative_declare_relation_records_raw,5,112.0,111.8,0.4472135954999579,111.0,112.0,111.0,112.0
noise,0.2,0.0,0.05,0.95,declarative_declare_constraints_per_observed_activity,5,3.363636363636364,3.345454545454546,0.04065578140908725,3.272727272727273,3.363636363636364,3.272727272727273,3.363636363636364
noise,0.2,0.0,0.05,0.95,imperative_test_f1,5,0.0,0.1382488479262673,0.3091338217741645,0.0,0.6912442396313364,0.0,0.6912442396313364
noise,0.2,0.0,0.05,0.95,declarative_test_f1,5,1.0,0.9898734177215189,0.02264372635442832,0.9493670886075948,1.0,0.9493670886075948,1.0
noise,0.2,0.0,0.05,0.95,declarative_test_f1_leave_one_family_out_range,5,0.0,0.01012658227848102,0.022643726354428264,0.0,0.0506329113924051,0.0,0.0506329113924051
noise,0.2,0.0,0.05,0.95,declarative_closed_world_test_f1,5,1.0,0.9898734177215189,0.02264372635442832,0.9493670886075948,1.0,0.9493670886075948,1.0
noise,0.2,0.1,0.05,0.95,train_variant_entropy_normalized,5,0.3186871041087539,0.334663671568307,0.03364123753605508,0.2998883881477402,0.372252647227087,0.2998883881477402,0.372252647227087
noise,0.2,0.1,0.05,0.95,imperative_bpmn_nodes,5,21.0,19.4,4.33589667773576,15.0,25.0,15.0,25.0
noise,0.2,0.1,0.05,0.95,imperative_bpmn_structural_overhead,5,10.0,8.4,4.33589667773576,4.0,14.0,4.0,14.0
noise,0.2,0.1,0.05,0.95,imperative_control_flow_complexity,5,9.0,8.2,2.16794833886788,6.0,11.0,6.0,11.0
noise,0.2,0.1,0.05,0.95,declarative_declare_constraints,5,37.0,36.8,0.4472135954999579,36.0,37.0,36.0,37.0
noise,0.2,0.1,0.05,0.95,declarative_declare_constraints_primitive_preferred,5,67.0,66.8,0.4472135954999579,66.0,67.0,66.0,67.0
noise,0.2,0.1,0.05,0.95,declarative_declare_relation_records_raw,5,112.0,111.8,0.4472135954999579,111.0,112.0,111.0,112.0
noise,0.2,0.1,0.05,0.95,declarative_declare_constraints_per_observed_activity,5,3.363636363636364,3.345454545454546,0.04065578140908725,3.272727272727273,3.363636363636364,3.272727272727273,3.363636363636364
noise,0.2,0.1,0.05,0.95,imperative_test_f1,5,0.9493670886075948,0.9314098979494739,0.05478683076124659,0.8547008547008548,1.0,0.8547008547008548,1.0
noise,0.2,0.1,0.05,0.95,declarative_test_f1,5,1.0,0.9898734177215189,0.02264372635442832,0.9493670886075948,1.0,0.9493670886075948,1.0
noise,0.2,0.1,0.05,0.95,declarative_test_f1_leave_one_family_out_range,5,0.0,0.01012658227848102,0.022643726354428264,0.0,0.0506329113924051,0.0,0.0506329113924051
noise,0.2,0.1,0.05,0.95,declarative_closed_world_test_f1,5,1.0,0.9898734177215189,0.02264372635442832,0.9493670886075948,1.0,0.9493670886075948,1.0
noise,0.2,0.2,0.05,0.95,train_variant_entropy_normalized,5,0.3186871041087539,0.334663671568307,0.03364123753605508,0.2998883881477402,0.372252647227087,0.2998883881477402,0.372252647227087
noise,0.2,0.2,0.05,0.95,imperative_bpmn_nodes,5,21.0,19.4,4.33589667773576,15.0,25.0,15.0,25.0
noise,0.2,0.2,0.05,0.95,imperative_bpmn_structural_overhead,5,10.0,8.4,4.33589667773576,4.0,14.0,4.0,14.0
noise,0.2,0.2,0.05,0.95,imperative_control_flow_complexity,5,9.0,8.2,2.16794833886788,6.0,11.0,6.0,11.0
noise,0.2,0.2,0.05,0.95,declarative_declare_constraints,5,37.0,36.8,0.4472135954999579,36.0,37.0,36.0,37.0
noise,0.2,0.2,0.05,0.95,declarative_declare_constraints_primitive_preferred,5,67.0,66.8,0.4472135954999579,66.0,67.0,66.0,67.0
noise,0.2,0.2,0.05,0.95,declarative_declare_relation_records_raw,5,112.0,111.8,0.4472135954999579,111.0,112.0,111.0,112.0
noise,0.2,0.2,0.05,0.95,declarative_declare_constraints_per_observed_activity,5,3.363636363636364,3.345454545454546,0.04065578140908725,3.272727272727273,3.363636363636364,3.272727272727273,3.363636363636364
noise,0.2,0.2,0.05,0.95,imperative_test_f1,5,0.9493670886075948,0.9314098979494739,0.05478683076124659,0.8547008547008548,1.0,0.8547008547008548,1.0
noise,0.2,0.2,0.05,0.95,declarative_test_f1,5,1.0,0.9898734177215189,0.02264372635442832,0.9493670886075948,1.0,0.9493670886075948,1.0
noise,0.2,0.2,0.05,0.95,declarative_test_f1_leave_one_family_out_range,5,0.0,0.01012658227848102,0.022643726354428264,0.0,0.0506329113924051,0.0,0.0506329113924051
noise,0.2,0.2,0.05,0.95,declarative_closed_world_test_f1,5,1.0,0.9898734177215189,0.02264372635442832,0.9493670886075948,1.0,0.9493670886075948,1.0
